"","playlist_id","playlist_name","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence","track.id","track.name"
"1","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.689,0.632,0.0534,0.0483,0.363,0.112,0.0869,"7Azu6woSBIL0Gwj3Y79bn5","Maybe I'm Wrong"
"2","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.741,0.948,0.0439,0.00398,0.827,0.103,0.177,"5tzcReCKuj6qYbQQVS0ehG","Cryptic Speech - Original Mix"
"3","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.764,0.954,0.0588,0.0344,0.845,0.102,0.317,"2ULBxi4DNecLbc9u9qUuFc","The Game"
"4","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.685,0.883,0.0365,0.000275,0.841,0.44,0.185,"2ZuiSlPG1f0zkP5lFPxzQL","Knaldrang"
"5","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.745,0.832,0.0728,0.00243,0.901,0.11,0.0806,"5k5TtPbBNyTy5F7o0TqKVP","Hyper World"
"6","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.748,0.909,0.0505,0.0576,0.89,0.0945,0.0617,"6X6Ow0iioCrYQSK1QDHQbC","The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix"
"7","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.569,0.983,0.0816,0.000204,0.907,0.0547,0.356,"3r3PoJF2L57UyfkzmBydvP","Alpha Centauri"
"8","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.585,0.879,0.0482,0.000677,0.824,0.0613,0.0454,"3zOj4iZqK4qU1OfcCGGk8i","Escape"
"9","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.657,0.933,0.0602,0.000252,0.822,0.11,0.094,"3DP5jn2plhKVa6Xgwpux1S","Dark Places"
"10","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.797,0.846,0.0839,0.000125,0.952,0.119,0.0325,"7Lp0NobaOnTfqcHPjVXzA6","Latex"
"11","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.787,0.706,0.0606,8.39e-05,0.91,0.111,0.0271,"7ghv2cwEJn57ctlw3kiUo2","Earthrise"
"12","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.732,0.933,0.116,0.182,0.877,0.152,0.303,"0VnV4QbuGplPbXsFBJpX8y","Saw of Olympus"
"13","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.688,0.938,0.0703,0.00471,0.931,0.108,0.434,"37jIQldis8MaGdi3ldhzKr","Macid - Original Mix"
"14","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.681,0.898,0.0401,0.000295,0.916,0.097,0.335,"11c5UGx5liajWJDS4hSYp0","Union"
"15","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.696,0.823,0.0745,0.0101,0.87,0.0331,0.157,"7vIGXPoegbCCuJUP7RXNFQ","Infinity Space"
"16","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.792,0.967,0.147,0.000967,0.94,0.108,0.142,"2DDBrQdOIi1mtBCZocYCeo","Phoenix"
"17","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.691,0.985,0.0683,0.000685,0.695,0.217,0.0348,"1ObSvlzYuc5PDhklq2iLoJ","Watchers of the Sky - Original Mix"
"18","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.727,0.938,0.0485,0.00532,0.871,0.121,0.303,"12JvJwsnOLlTnxJ1WGAbUO","Formula"
"19","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.71,0.953,0.05,0.00077,0.821,0.68,0.107,"5puNlBDdsw5kztFkIe8EGc","Aura"
"20","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.569,0.997,0.105,0.00131,0.753,0.263,0.108,"3SJq5TjZOB01Q1nG2bzAYO","Donde Vas - Original Mix"
"21","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.857,0.676,0.0922,0.0283,0.917,0.111,0.306,"7oTxk6Vd6V3nsh5gUuPiC1","Sound Bath"
"22","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.688,0.998,0.0411,0.000564,0.742,0.108,0.0915,"1VZtBR63uLVG6v0NBid5Cv","Power"
"23","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.754,0.752,0.0434,7.46e-05,0.862,0.0834,0.161,"5l8VA4LS2FUfqavQVgaaxO","Raver's heart"
"24","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.643,0.909,0.0638,0.00226,0.879,0.116,0.398,"5r7ycCo4weVuLE7rizG1Qe","Scapegoat"
"25","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.773,0.801,0.0627,0.00804,0.892,0.111,0.237,"4CENSp9X4lRjayWEfNWwyT","The Future Is Ours"
"26","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.521,0.994,0.0532,0.0146,0.833,0.187,0.293,"2rGvg9yjXMQ8B462BOautq","Ykn - Original Mix"
"27","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.681,0.901,0.0401,0.00683,0.822,0.111,0.255,"1XvBnB6LguiCDjfTklJL0m","Pigment"
"28","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.727,0.952,0.0855,0.0358,0.882,0.108,0.196,"2To1kKqcmGDu8clp3NuoQS","Atlas"
"29","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.767,0.913,0.0463,0.00426,0.898,0.108,0.131,"2r1SS9pGxNeKcLhqbhcP55","Abattoir"
"30","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.62,0.823,0.0491,8e-04,0.847,0.0948,0.0301,"1L4xRrwt5WQuqbU4vpg11C","Hyperdrive"
"31","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.666,0.955,0.0483,3.35e-05,0.812,0.132,0.0302,"0BuEo26rxQTB7R4S6EoCak","East Row"
"32","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.76,0.972,0.126,4.17e-05,0.867,0.109,0.149,"5LcR0pUWwnSUdLtNIzMNlO","Response"
"33","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.742,0.962,0.039,0.000508,0.9,0.113,0.0367,"2nZ6gqRJs1R4PRTHvoytHx","Hierarchy Level - Original Mix"
"34","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.699,0.711,0.069,0.0111,0.935,0.0807,0.0385,"1jO9T05pWsWLcCOfLHIc8R","The Phoenix"
"35","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.665,0.946,0.0585,0.000893,0.406,0.143,0.163,"2zQvCDoNh9hG0AFSCQzj1y","New World"
"36","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.511,0.994,0.0664,0.000221,0.857,0.458,0.265,"0blkpAYbznmcLSQkHM3HxG","Angels Cry - Original Mix"
"37","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.767,0.903,0.0502,0.00075,0.88,0.107,0.0796,"4Cv1WKAbqrIbc9qltfyvAD","Fortune"
"38","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.61,0.899,0.0414,0.000258,0.829,0.129,0.116,"615ulFHm7SWnombHGnu984","Future of Mankind"
"39","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.69,0.963,0.0581,0.000721,0.785,0.114,0.62,"5qj4kAvZMHM3rBWQ3CkW3h","Seelenfinsternis"
"40","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.603,0.907,0.0383,0.000365,0.672,0.101,0.108,"05UqkgVIeVjd6OovUCQaqE","Close Your Eyes - Original Mix"
"41","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.747,0.971,0.0555,4.27e-05,0.927,0.111,0.0817,"1egsxAP2p3v3J3nO5TlUTX","Bucuresti"
"42","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.716,0.936,0.109,0.218,0.939,0.109,0.0301,"21t50P2lLUDKXFnlekKBEX","Spule"
"43","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.634,0.997,0.0629,0.00309,0.849,0.0643,0.502,"2NQGvfgBl5jtkhHB9vVksa","Nightmare"
"44","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.656,0.902,0.0395,6.55e-05,0.874,0.109,0.131,"5uT52SS7TQX305f84xMIxB","Join Us"
"45","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.623,0.986,0.0758,0.0309,0.748,0.105,0.04,"2hLyUXVJvDfzqN3Z393xbx","Sysma - Locked Groove Remix"
"46","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.531,0.975,0.0559,0.000127,0.901,0.141,0.488,"73xLpiFcvK6r1B3dIlYvhU","Rebirth"
"47","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.561,0.816,0.0409,0.0416,0.944,0.131,0.217,"5ruVY6icAv4DN04j0qcu1W","Acid King - Full Tilt Mix"
"48","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.75,0.881,0.0532,0.356,0.866,0.0954,0.404,"0yI0IQ5grwXdooNNYo2J1J","Balance"
"49","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.644,0.923,0.0542,0.00075,0.886,0.0771,0.289,"65S7ET0jEWAUbVcxKvkJxn","Wrong or Right - Acid Rain over Berlin Mix"
"50","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.56,0.944,0.0527,0.000692,0.636,0.109,0.246,"55n6s78gkNHPL9NpV3eW23","Voodoo"
"51","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.652,0.856,0.0418,0.000542,0.915,0.0737,0.0857,"6GwHqZ8aM58nTcGzulYmsm","Rave Cave"
"52","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.585,0.969,0.0587,0.00131,0.844,0.286,0.138,"1oitDP02bYLiWJTO1Z2aGC","Chaos - Wax Wings Remix"
"53","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.721,0.93,0.0429,0.000572,0.917,0.532,0.0745,"4gneAAeKWfJVfYv3qXdGXY","Experimental Evidence"
"54","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.709,0.886,0.0643,0.0182,0.862,0.095,0.348,"2rMvXqXAKzz2qOvm1f9jQs","The Future"
"55","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.733,0.949,0.0657,0.0615,0.88,0.12,0.387,"2jv1I7mLxwhkcO7acO4vGO","Nebula"
"56","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.698,0.916,0.0502,0.000209,0.86,0.12,0.195,"0p2e4OtAajsnIoFI4bBFYO","Fuori - Carl Cox Remix"
"57","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.796,0.855,0.0693,0.00725,0.925,0.109,0.339,"2LLdVCJACl8QsY9tLPLrxp","Deepest Level"
"58","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.809,0.828,0.0583,0.000634,0.42,0.122,0.0381,"1259ck9dunNemJg343Qt0w","Athena - Original Mix"
"59","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.792,0.985,0.0475,0.0536,0.943,0.112,0.077,"3IMTEfVAOJZAD5xE6kDct3","Zodiac"
"60","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.718,0.951,0.0455,0.00116,0.881,0.109,0.219,"0xUkLwEuLUKuTQ0QHDyii7","Nineteen"
"61","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.707,0.56,0.0464,0.0075,0.69,0.112,0.0679,"5iFx62onp7Jnz9TeTuFs0Q","Don't Stop No Sleep - Marco Faraone Remix"
"62","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.787,0.927,0.0445,0.000144,0.896,0.0668,0.548,"7l4PZF1AU7bu8FFbMtMyRo","Restore My Soul"
"63","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.79,0.873,0.0393,0.0018,0.899,0.369,0.0457,"0kLNsHxGapjwwNsJHfyLAj","Terminate - Radio Edit"
"64","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.798,0.794,0.134,0.0943,0.826,0.122,0.145,"0GqTvoYqPvahnhTpdT4HJb","Puzzle Pieces"
"65","37i9dQZF1DX6J5NfMJS675","Techno Bunker",0.734,0.936,0.0645,0.074,0.761,0.415,0.557,"5JuwReeDuunfHJApP5y8a9","Nothing Can Save You, Accept Darkness"
"66","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.592,0.355,0.0352,0.478,0,0.0585,0.499,"3NfxSdJnVdon1axzloJgba","I Say a Little Prayer"
"67","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.524,0.531,0.0702,0.805,2.51e-05,0.203,0.683,"13mXFvyRyjfIjnag95Rnug","You Are The Sunshine Of My Life"
"68","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.694,0.565,0.0345,0.194,0.000172,0.0806,0.692,"0ACACkoHUwgfgY5CxVIL4N","Lovely Day"
"69","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.691,0.429,0.0575,0.81,0.000495,0.115,0.69,"6bMrfP9V5s5fgL3Z02tcES","Bitter With The Sweet"
"70","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.576,0.432,0.0314,0.233,0.00135,0.0743,0.348,"0wtHjEAzLYYyGuk2WtpGwS","Easy"
"71","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.579,0.477,0.0367,0.127,0,0.0974,0.537,"6UaocmOO1bO7YwfHv9Kqcy","Midnight Train to Georgia"
"72","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.727,0.493,0.0269,0.476,5.69e-05,0.0354,0.616,"5EwNOL1CWnM74ptsVvW9OV","Your Love Is King - Remastered"
"73","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.489,0.358,0.0302,0.761,0.018,0.106,0.422,"0J8A1ZVyJcRZxFNvtp6jRh","One Day I'll Fly Away"
"74","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.681,0.264,0.0309,0.833,0.441,0.103,0.692,"7gkboYtvhuXNS4EUwmFPcw","Feel Like Makin' Love"
"75","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.746,0.273,0.0573,0.606,0.0168,0.0526,0.502,"7kWhdmRYv8CqbWNqfojqVd","Let's Stay Together"
"76","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.588,0.684,0.0371,0.214,0,0.126,0.81,"111BQRr9rRMHTn69KamC4Z","For Once In My Life"
"77","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.624,0.585,0.0454,0.0878,0.0123,0.074,0.691,"3jOwA8XZplvTVsV0SdLWhc","Rhythm Of Life"
"78","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.505,0.625,0.0686,0.603,3.98e-05,0.0823,0.608,"3RqEHR3ghCpj0D4w7buJcy","Street Life - Single Edit"
"79","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.685,0.536,0.0272,0.159,7.9e-05,0.0627,0.589,"0NuQUoVm6N9raaMbQHC2jX","Do It To Me"
"80","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.658,0.585,0.0425,0.116,8.58e-06,0.112,0.552,"0fl2MichhIDeOYQOCce7GW","Harvest for the World, Pt. 1 - Single Version"
"81","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.564,0.327,0.0494,0.166,3.45e-05,0.149,0.309,"55bvjj1m7GbJwABrsBRx3D","Just The Way You Are"
"82","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.58,0.464,0.0339,0.19,3e-05,0.263,0.563,"4TxBGpTxrNvRNhF39Dl3NQ","Mornin'"
"83","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.77,0.319,0.0579,0.205,0.000151,0.0687,0.863,"2oFxITGDiTZ1JRwP8yinRt","On Broadway"
"84","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.56,0.738,0.0547,0.348,0.00798,0.143,0.819,"0IUTOvJZ6brXtvMZWipush","What's Going On"
"85","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.727,0.585,0.0333,0.691,0.0278,0.0565,0.428,"2jGfOCUOXBxrV63jlFVZMV","Nightshift"
"86","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.464,0.841,0.0566,0.0682,0,0.261,0.693,"6RdPQL64TSTPHZKYnpxAhT","As"
"87","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.497,0.636,0.0723,0.683,0,0.228,0.69,"53ZRlP6Vv96bG0mc25DW2u","Love, Love, Love"
"88","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.791,0.42,0.0832,0.413,0.116,0.111,0.84,"7pN8GMLw3prWFn5nvJRM6O","Be Thankful for What You Got (Pt. 1 & Pt. 2)"
"89","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.63,0.539,0.039,0.582,9.18e-05,0.639,0.563,"5gdM3wtGyBAaoUWoLWcAoX","We're in This Love Together"
"90","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.615,0.455,0.0262,0.31,4.71e-05,0.415,0.483,"7KsXSnQc8qdeBSOnTM5Vvn","On My Own"
"91","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.629,0.387,0.0386,0.424,0,0.0479,0.497,"00bOhb4584JjyfTiXX81mO","The Weight"
"92","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.591,0.568,0.0468,0.396,0.012,0.175,0.491,"55CJVnRVa2fHlwyKBVPJbZ","A Warm Summer Night"
"93","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.907,0.542,0.0599,0.0718,5.1e-05,0.143,0.963,"3hk1TZ66bpq75noaB9Fojf","Take My Heart (You Can Have It If You Want It)"
"94","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.698,0.328,0.0317,0.796,1.38e-05,0.0805,0.598,"5gA0Yg9MLfYlNRTws3nwYe","Walk On By - Remastered"
"95","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.759,0.454,0.0841,0.13,0.095,0.0515,0.702,"7o9d4vFTq7SQ4vx60dpe5D","Blood Is Thicker Than Water"
"96","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.738,0.563,0.0336,0.375,1.74e-06,0.0547,0.739,"6pYOR2eGyQRkEawi8B5L04","Never Knew Love Like This Before"
"97","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.669,0.716,0.0523,0.148,0.0013,0.0507,0.961,"20oUeycXhRS3iNp0Hl32hh","New York Eyes"
"98","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.433,0.649,0.0435,0.00293,0.208,0.1,0.739,"5mpljnlp36HDNEeSszaVha","Love's Theme - Alternate Version"
"99","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.484,0.312,0.0535,0.724,1.65e-06,0.0601,0.598,"3XWiy9JEQ4iyqCzIqqdQu3","(Sittin' On) the Dock of the Bay"
"100","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.525,0.47,0.071,0.461,5.87e-05,0.103,0.426,"7u9s9Kn0J9U69J0qQV3E5M","Ain't No Sunshine"
"101","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.303,0.555,0.0482,0.388,1.16e-06,0.468,0.447,"4sj8qFcEDnRPNv3tBbUVUf","Me and Mrs. Jones"
"102","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.424,0.527,0.0421,0.579,0.00045,0.52,0.338,"0c3Xqt6MesEzKVGdoKandP","After The Love Has Gone"
"103","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.85,0.466,0.0555,0.314,0.0234,0.129,0.86,"62GYoGszQfROZswLee6W3O","Give Me the Night"
"104","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.852,0.755,0.0327,0.348,0.000265,0.0734,0.852,"1euSJSk3dqCRmfdVwczmsR","Wish I Didn't Miss You"
"105","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.615,0.732,0.0441,0.283,0.00213,0.213,0.882,"0Ay7pwWStfH00fpQlEaLFM","Overdose of Joy"
"106","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.713,0.645,0.0396,0.249,4.17e-06,0.273,0.961,"0qOkHfSClduvkvGk6fCu8l","Now That We Found Love"
"107","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.558,0.439,0.0281,0.369,1.78e-05,0.161,0.605,"7l07ak5IWpISBsrUtwj4O4","Where Is the Love"
"108","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.643,0.534,0.0628,0.547,0,0.166,0.701,"6sie6gBxTyeelQdKrHPL84","Baby, Come To Me"
"109","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.69,0.572,0.0264,0.0451,0,0.0969,0.375,"3sTc75CCyIw4FPs6cXkOe7","Save Room"
"110","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.629,0.81,0.0336,0.257,0.00856,0.305,0.853,"0kgnNHZH8pY7TXYS7xtCBk","Move Me No Mountain"
"111","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.588,0.561,0.0405,0.557,0,0.285,0.943,"5RQJusMAPwQkD4b6NiJk2U","Wonderful World"
"112","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.819,0.633,0.048,0.197,0.00633,0.331,0.821,"7l5S791OPaOUQPWnQcN4AS","Love Never Felt so Good"
"113","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.682,0.752,0.0454,0.476,0.863,0.0768,0.964,"1m3BAsNsQAaSNMD2M6vlKY","Breezin'"
"114","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.535,0.166,0.0353,0.931,0.9,0.103,0.0417,"1P1xOcWnRrekSVO7xbTB9M","Moody Café"
"115","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.622,0.635,0.0315,0.17,0.0168,0.137,0.871,"3oVXnhQusiMpvngzok4UjJ","Lead Me On"
"116","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.669,0.669,0.106,0.717,2.89e-05,0.194,0.671,"7egAxxDZTzwWUbLeTOY50e","I Want to Make It with You"
"117","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.769,0.47,0.158,0.054,5.14e-06,0.0628,0.465,"4xzhlulgIL4yFEAR9EjHkR","My Love Is Your Love"
"118","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.373,0.856,0.122,0.176,0,0.228,0.605,"5LuVBkfELaydohNZahwvNN","It's A Shame - Remastered"
"119","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.485,0.695,0.104,0.489,1.05e-05,0.0722,0.603,"6diUDNmdqKxxxXCKKkSUVL","Piece of My Heart"
"120","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.766,0.422,0.0422,0.196,1.85e-06,0.107,0.718,"6ZqUFyK79l2TYgTfuUmbLB","I Heard It Through The Grapevine"
"121","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.666,0.714,0.0617,0.291,0.0212,0.128,0.69,"3YcusdF0VAb25wLvmvJDJ6","Fantasy - Single Version"
"122","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.799,0.672,0.0352,0.107,0.000943,0.12,0.855,"3unVxPRMPloyBO70zQTksn","Love X Love"
"123","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.504,0.728,0.0234,0.36,0,0.159,0.683,"6Ycf7Ch2VlEKlORbz7yfpJ","Sweet Love"
"124","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.734,0.485,0.0465,0.357,0.00019,0.0401,0.933,"5GvWrvLIqoHroq7YvO260M","I Keep Forgettin' (Every Time You're Near)"
"125","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.476,0.381,0.0342,0.727,0,0.0614,0.33,"3gsCAGsWr6pUm1Vy7CPPob","Killing Me Softly With His Song"
"126","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.795,0.603,0.0396,0.317,2.74e-06,0.172,0.925,"1cdRKJlpHp273rwdqMRLOr","Shame, Shame, Shame"
"127","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.634,0.677,0.0448,0.318,0,0.0902,0.939,"5qyq1H5OPMlfuvZQ1wQNo7","(Your Love Keeps Lifting Me) Higher & Higher"
"128","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.744,0.606,0.0424,0.0516,0.167,0.0989,0.828,"5Pprsotl6k3oUhrcEfqiIl","Don't Look Any Further - Single Version"
"129","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.823,0.507,0.0364,0.184,3.56e-06,0.0446,0.962,"367QlcjzPGFxF4uNbBvwEH","Yah Mo B There"
"130","37i9dQZF1DXbcgQ8d7s0A0","Sweet Soul Chillout",0.772,0.371,0.0348,0.744,0,0.167,0.684,"6nLvaCZFR1wEzW3sIKpsnr","Valerie - Live At BBC Radio 1 Live Lounge, London / 2007"
"131","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.663,0.6,0.032,0.43,0,0.184,0.8,"1LeWIs2hP2r5yOQnVuYoI5","Ain't No Mountain High Enough"
"132","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.691,0.507,0.0343,0.627,0,0.457,0.885,"2g2GkH3vZHk4lWzBjgQ6nY","(What A) Wonderful World"
"133","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.579,0.419,0.0346,0.625,0,0.0981,0.673,"6jWkZvd1URGktyTTwcpPpB","My Girl"
"134","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.694,0.565,0.0345,0.194,0.000172,0.0806,0.692,"0ACACkoHUwgfgY5CxVIL4N","Lovely Day"
"135","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.595,0.379,0.0454,0.271,2.81e-05,0.1,0.448,"7MF7QAodbGzNYav5ZfIhAY","Midnight Train to Georgia"
"136","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.592,0.355,0.0352,0.478,0,0.0585,0.499,"3NfxSdJnVdon1axzloJgba","I Say a Little Prayer"
"137","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.519,0.46,0.0688,0.823,5.97e-05,0.243,0.675,"0n2pjCIMKwHSXoYfEbYMfX","You Are The Sunshine Of My Life"
"138","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.484,0.312,0.0535,0.724,1.65e-06,0.0601,0.598,"50uGbeaQIxKiSc7jvRTjWx","(Sittin' On) the Dock of the Bay"
"139","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.577,0.481,0.03,0.204,0.00229,0.317,0.311,"3Qe0dJkQXx7jJWXRxuVqJ0","Easy"
"140","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.667,0.599,0.0291,0.245,0,0.107,0.971,"6b6IMqP565TbtFFZg9iFf3","I Can't Help Myself (Sugar Pie, Honey Bunch)"
"141","37i9dQZF1DWTx0xog3gN3q","Uplifting Soul Classics",0.756,0.397,0.0522,0.57,0.0115,0.0542,0.507,"63xdwScd1Ai1GigAwQxE8y","Let's Stay Together"
