"","initial_user","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence","track.id","cluster","label"
"84","1122031659",0.44,0.319,0.0358,0.0525,0.000338,0.0946,0.287,"6h1BQiBbuLclk6Osk6nL7i",8,"yes"
"85","1122031659",0.539,0.836,0.0654,0.217,0.000168,0.303,0.759,"40rjypnguxfhPy4Bbv5SWc",3,"yes"
"86","1122031659",0.603,0.698,0.144,0.579,0,0.646,0.306,"7hSPXxUuEJ5E3dLMmYtDBS",10,"yes"
"87","1122031659",0.641,0.658,0.0354,0.365,0,0.113,0.856,"17keOHyBQEkwbi51ZBA0Nr",3,"yes"
"88","1122031659",0.583,0.271,0.0299,0.545,0,0.148,0.235,"2pxCOdnHEZZ3A1XRNxjc1v",8,"yes"
"89","1122031659",0.583,0.271,0.0299,0.545,0,0.148,0.235,"2pxCOdnHEZZ3A1XRNxjc1v",8,"yes"
"90","1122031659",0.413,0.822,0.208,0.48,0,0.753,0.471,"0zQc0wOsWyyujkwjFEwjfp",10,"yes"
"91","1122031659",0.878,0.583,0.0368,0.287,0.0673,0.295,0.96,"6IpNfT5khl6zY6WBfn5JyQ",3,"yes"
"92","1122031659",0.764,0.949,0.0529,0.025,0.0265,0.197,0.509,"5WGQXwtBA62JfcNmDB9YrD",3,"yes"
"93","1122031659",0.674,0.803,0.036,0.058,8.05e-06,0.398,0.808,"62KVqRtHSmdljf1Pl9XbDF",3,"yes"
"94","1122031659",0.575,0.226,0.088,0.535,0,0.347,0.395,"2tw0XH9LfAmDf0H5IY8O4I",8,"yes"
"95","1122031659",0.419,0.93,0.0571,0.00111,6.8e-05,0.315,0.93,"4adcf32oz4gas3LP7zcn4Z",3,"yes"
"96","1122031659",0.288,0.876,0.0377,2.22e-05,1.82e-05,0.0479,0.851,"3I8iXeCzf7H6HrBvomkiJq",3,"yes"
"97","1122031659",0.223,0.414,0.0359,0.431,0.0595,0.0876,0.146,"3KjVG3iYrjacy18oe4Hn5V",8,"yes"
"98","1122031659",0.324,0.472,0.0434,0.54,0.0371,0.214,0.184,"2aXDWWlbLUapMZnYNDErmv",8,"yes"
"99","1122031659",0.699,0.747,0.0964,0.274,0,0.486,0.683,"7rlCeTnjn0plPZkVAcctPZ",10,"yes"
"100","1122031659",0.379,0.741,0.116,0.506,0.0503,0.0784,0.325,"6cYs5hD11CLkWPvtvBG5L7",8,"yes"
"101","1122031659",0.483,0.275,0.0418,0.232,0,0.125,0.31,"4PFiLGx8jAzcAJxwPLUeZ9",8,"yes"
"102","1122031659",0.274,0.348,0.0293,0.547,0.0133,0.334,0.328,"4Hhv2vrOTy89HFRcjU3QOx",8,"yes"
"103","1122031659",0.676,0.789,0.0426,0.288,0.000299,0.0832,0.77,"6L7bBUqH6MSMugUQ9abOs5",3,"yes"
"104","1122031659",0.571,0.551,0.0268,0.431,0.0207,0.0852,0.165,"5vV3MXW9acnFuYeYO08CHC",8,"yes"
"105","1122031659",0.749,0.886,0.13,0.259,0.000172,0.342,0.547,"6EKWwgARvh7JS1n7nHIVMY",10,"yes"
"106","1122031659",0.29,0.061,0.0278,0.465,0.0314,0.0847,0.127,"7klLXey9V4OrC6mwUXf8Fc",8,"yes"
"107","1122031659",0.646,0.417,0.0309,0.422,1.42e-05,0.0897,0.258,"4ESxHQn0EEGvOgR7dczFkq",8,"yes"
"108","1122031659",0.723,0.678,0.0278,0.271,0.0256,0.0955,0.896,"0zul9oxbnsquomNBGP7r9Y",3,"yes"
"109","1122031659",0.725,0.418,0.0309,0.346,1.01e-06,0.0658,0.378,"3rIKurK8njiyQvZQsSU6bl",8,"yes"
"110","1122031659",0.582,0.806,0.0305,0.00215,0.000173,0.0522,0.7,"0SdVxJSRnkt21n2Xe38KId",3,"yes"
"111","1122031659",0.244,0.473,0.0588,0.492,0.134,0.222,0.0594,"0gZjs7fn0njfV55mMHjXa9",8,"yes"
"112","1122031659",0.575,0.864,0.0389,0.0155,0.357,0.228,0.745,"3NYa4bQElHHhOPM3sEF8Fy",3,"yes"
"113","1122031659",0.353,0.864,0.0735,0.0284,3.1e-06,0.697,0.535,"0Tm9LBWMCosdZRqL9XOMcT",10,"yes"
"114","1122031659",0.519,0.967,0.0682,0.0584,3.26e-05,0.479,0.541,"3qwi91kUb1BJ62DRTfcqv8",10,"yes"
"115","1122031659",0.589,0.864,0.0565,0.253,2.64e-05,0.102,0.686,"3iOEIm4jJRncdubMu9IGbl",3,"yes"
"116","1122031659",0.509,0.881,0.0377,0.174,0.00494,0.508,0.802,"09tuFvf0nk5oWy2wEMTs5j",10,"yes"
"117","1122031659",0.375,0.537,0.093,0.594,1.74e-05,0.119,0.391,"6SCGDAO9pBX6dmyeFEe0cm",8,"yes"
"118","1122031659",0.765,0.327,0.277,0.571,0.0479,0.0787,0.292,"4NZrZgrRoR4GwR7flWOXRI",8,"yes"
"119","1122031659",0.343,0.651,0.0933,0.391,0,0.25,0.521,"0IZRLxomNJV9mb13uVJ2Lj",8,"yes"
"120","1122031659",0.416,0.499,0.0465,0.283,0.0111,0.0923,0.241,"7piY8TDK8tbRx41jQACAeD",8,"yes"
"121","1122031659",0.769,0.811,0.228,0.0234,0,0.0451,0.76,"4qNWEOMyexn7b8Icyk29t9",3,"yes"
"122","1122031659",0.602,0.304,0.0736,0.345,0.0238,0.0969,0.156,"6J6FXmYrMxg93mBxkugUlI",8,"yes"
"123","1122031659",0.688,0.832,0.0314,0.0216,6.8e-06,0.211,0.93,"4QQKm3Li7ri8fXyufEZoBz",3,"yes"
"124","1122031659",0.863,0.659,0.1,0.264,0.00342,0.0731,0.805,"6vXeC42lnuinYXyjKJiDHu",3,"yes"
"125","1122031659",0.346,0.552,0.0282,0.417,0,0.114,0.0789,"6VObnIkLVruX4UVyxWhlqm",8,"yes"
"126","1122031659",0.789,0.858,0.311,0.127,0,0.349,0.775,"4Li2WHPkuyCdtmokzW2007",3,"yes"
"127","1122031659",0.613,0.92,0.29,0.0478,0.0617,0.739,0.464,"178zd1WV9MN2rVab2TsfDE",10,"yes"
"128","1122031659",0.815,0.72,0.0536,0.177,7.31e-06,0.16,0.946,"71koAFCnGnugRdGIDfS7f4",3,"yes"
"129","1122031659",0.672,0.896,0.0526,0.194,0,0.299,0.895,"1PpfeNl5uYRBhfFcig2Uz6",3,"yes"
"130","1122031659",0.686,0.751,0.0604,0.00604,0.000849,0.0979,0.851,"6LUfuyLgvgqrykiTE6sJHY",3,"yes"
"131","1122031659",0.708,0.634,0.0817,0.107,7.87e-05,0.0702,0.957,"2VpMbUt581eR5DlfrMSwZI",3,"yes"
"132","1122031659",0.723,0.697,0.225,0.0968,0,0.0803,0.792,"6k26nyIM60y90BuZ7XR9F8",3,"yes"
"133","1122031659",0.515,0.479,0.0261,0.544,0.00598,0.191,0.284,"0rKtyWc8bvkriBthvHKY8d",8,"yes"
"134","1122031659",0.496,0.896,0.0289,0.0184,0,0.16,0.655,"2LZnEV1n6P17QDSPTEB2S6",3,"yes"
"135","1122031659",0.358,0.579,0.0388,0.117,0.0109,0.0899,0.0651,"1uUjjVM3Dp9RDxhaJbu0RG",8,"yes"
"136","1122031659",0.322,0.698,0.0287,0.0529,0.00265,0.772,0.861,"2cEryiuY2GYxYWuPpICUPe",10,"yes"
"137","1122031659",0.358,0.938,0.0483,0.00375,9.2e-06,0.117,0.944,"3gxEZXUjrNbl3TlSrTGbR5",3,"yes"
"138","1122031659",0.804,0.822,0.0821,0.112,0,0.281,0.737,"7oJtjEkcsXLGcuXaZ8o2VJ",3,"yes"
"139","1122031659",0.633,0.775,0.0266,0.00516,0.0294,0.108,0.812,"3DzsAOhT08BjzxHVC0fJOi",3,"yes"
"140","1122031659",0.715,0.848,0.0465,0.248,6.9e-05,0.109,0.868,"2jhNIW7GGZT6t30jYcLpwK",3,"yes"
"141","1122031659",0.612,0.371,0.113,0.422,0.000273,0.226,0.295,"1jbnamXv1skDSXsg8TC3Ao",8,"yes"
"142","1122031659",0.498,0.377,0.0473,0.421,0.0042,0.153,0.39,"17Xu1MbP2657N79rMzvzdV",8,"yes"
"143","1122031659",0.554,0.71,0.309,0.038,0,0.0573,0.847,"67UBfh8VMGQTCRGGFCMnik",3,"yes"
"144","1122031659",0.419,0.434,0.0287,0.112,0.0354,0.113,0.379,"6fjlzvzJBDikoHMxrzX5Xn",8,"yes"
"145","1122031659",0.443,0.737,0.0293,0.00149,0.0032,0.121,0.746,"6b6XeGBvvFEde9uSUTzDpo",3,"yes"
"146","1122031659",0.774,0.534,0.0292,0.417,0.0594,0.0844,0.256,"2gUJfXmgVvnzGFk7J6dZch",8,"yes"
"147","1122031659",0.841,0.832,0.0467,0.37,0.0492,0.108,0.925,"0vaqaxwsEL8IW1esEPHJp3",3,"yes"
"148","1122031659",0.47,0.623,0.0302,0.392,0.000439,0.0992,0.298,"5n0CTysih20NYdT2S0Wpe8",8,"yes"
"149","1122031659",0.474,0.537,0.0302,0.539,0.498,0.128,0.274,"4RiX7pegvwi6HlUwymZ6f3",8,"yes"
"150","1122031659",0.619,0.7,0.0344,0.0155,4.16e-06,0.377,0.545,"7A83egLbkKUEFTXKlVsJLp",10,"yes"
"151","1122031659",0.62,0.943,0.0838,0.0952,0,0.115,0.726,"4yeSrf6DC5PgrgVcguiOuR",3,"yes"
"152","1122031659",0.739,0.699,0.0604,0.0812,0,0.0987,0.636,"6EtKkuhvLJbDM6MbPAzMvf",3,"yes"
"153","1122031659",0.78,0.908,0.194,0.0755,0.000428,0.339,0.623,"3OfJ6ja2JtoQ7SDwNY4MTO",3,"yes"
"154","1122031659",0.595,0.485,0.0379,0.42,0.112,0.131,0.0806,"2g7LE3RlGnnDwHG8vUiJiD",8,"yes"
"155","1122031659",0.414,0.369,0.0262,0.453,0.501,0.0985,0.17,"4b3khTm3ufGRTyZwuYdasn",8,"yes"
"156","1122031659",0.486,0.652,0.0297,0.123,0,0.0748,0.752,"5BXll50NAAlzpcWqFUWevd",3,"yes"
